Index,City1,City2,Distance
142.0,Leeds,Rome,1683.0095306852236
143.0,Anderlecht,Madrid,1315.0916976631245
144.0,Manchester,Munich,1138.2571271165543
145.0,Istanbul,Madrid,2745.9867155026723
146.0,London,Valencia,1335.9963143559005
147.0,Leeds,A Coruña,1263.4299358021124
148.0,Valencia,London,1335.9963143559005
149.0,A Coruña,Leeds,1263.4299358021124
150.0,Madrid,Istanbul,2745.9867155026723
151.0,Munich,Manchester,1138.2571271165543
152.0,Madrid,Munich,1486.857766661241
153.0,Leeds,Valencia,1595.166877106787
154.0,Valencia,Leeds,1595.166877106787
155.0,Munich,Madrid,1486.857766661241
156.0,Munich,Valencia,1357.98981088621
157.0,Moscow,Anderlecht,2262.022023588196
158.0,Rome,Madrid,1366.4466723813912
159.0,Kyiv,Dortmund,1616.878918408964
160.0,Liverpool,Porto,1426.4194925839552
161.0,Palma,London,1342.3803583055228
162.0,Gelsenkirchen,Athens,7171.426879822169
163.0,Nantes,Eindhoven,693.4536183499495
164.0,Istanbul,Rome,1379.540555428866
165.0,Turin,Celtic,1462.248840083518
166.0,Trondheim,Porto,2773.040580948179
167.0,Istanbul,Barcelona,2239.433559247469
168.0,Lyon,Leverkusen,607.8028830960116
169.0,A Coruña,Piraeus,2758.015151229109
170.0,Manchester,Lille,482.1021825271699
171.0,Moscow,Rotterdam,2200.532418667624
172.0,Munich,Prague,300.31465719608
173.0,Madrid,Moscow,3447.87078575145
174.0,Anderlecht,Rome,1174.164096867216
175.0,Dortmund,Liverpool,740.5394114971001
176.0,Porto,Kyiv,3170.6026198835443
177.0,London,Gelsenkirchen,502.5528268222109
178.0,Athens,Palma,7401.475417012298
179.0,Rome,Nantes,1259.956644628378
180.0,Eindhoven,Istanbul,2137.362033188905
181.0,Celtic,Porto,1665.9024430431498
182.0,Trondheim,Turin,2051.0771420080137
183.0,Leverkusen,Barcelona,1134.402395442215
184.0,Istanbul,Lyon,2017.786123116756
185.0,A Coruña,Manchester,1211.6138089520105
186.0,Lille,Piraeus,2152.0900514611835
187.0,Prague,Rotterdam,726.5575450481468
188.0,Moscow,Munich,1965.276673273328
189.0,Madrid,Anderlecht,1315.0916976631245
190.0,Rome,Moscow,2380.8100829710124
191.0,Liverpool,Kyiv,2306.9503342057565
192.0,Porto,Dortmund,1684.1545248455632
193.0,Athens,London,6702.134904416533
194.0,Gelsenkirchen,Palma,1371.203607703887
195.0,Eindhoven,Rome,1187.559136404654
196.0,Nantes,Istanbul,2521.5847915518084
197.0,Celtic,Trondheim,1174.35716935193
198.0,Porto,Turin,1392.955264059955
199.0,Barcelona,Lyon,531.1909499761093
200.0,Leverkusen,Istanbul,2022.655146045661
201.0,Lille,A Coruña,1185.7620074869449
202.0,Piraeus,Manchester,2628.101457392083
203.0,Rotterdam,Munich,659.8407647904885
204.0,Prague,Moscow,1672.7065069406603
206.0,Anderlecht,Madrid,1315.0916976631245
207.0,Kyiv,Liverpool,2306.9503342057565
208.0,Dortmund,Porto,1684.1545248455632
209.0,Palma,Gelsenkirchen,1371.203607703887
210.0,London,Athens,6702.134904416533
211.0,Istanbul,Nantes,2521.5847915518084
212.0,Rome,Eindhoven,1187.559136404654
213.0,Turin,Trondheim,2051.0771420080137
214.0,Porto,Celtic,1665.9024430431498
215.0,Barcelona,Leverkusen,1134.402395442215
216.0,Lyon,Istanbul,2017.786123116756
217.0,Manchester,A Coruña,1211.6138089520105
218.0,Piraeus,Lille,2152.0900514611835
219.0,Rotterdam,Prague,726.5575450481468
220.0,Munich,Moscow,1965.276673273328
221.0,Trondheim,Celtic,1174.35716935193
222.0,Turin,Porto,1392.955264059955
223.0,Istanbul,Leverkusen,2022.655146045661
224.0,Lyon,Barcelona,531.1909499761093
225.0,Manchester,Piraeus,2628.101457392083
226.0,A Coruña,Lille,1185.7620074869449
227.0,Munich,Rotterdam,659.8407647904885
228.0,Moscow,Prague,1672.7065069406603
229.0,Madrid,Rome,1366.4466723813912
230.0,Anderlecht,Moscow,2262.022023588196
231.0,Dortmund,Kyiv,1616.878918408964
232.0,Porto,Liverpool,1426.4194925839552
233.0,Athens,Gelsenkirchen,7171.426879822169
234.0,London,Palma,1342.3803583055228
235.0,Rome,Istanbul,1379.540555428866
236.0,Eindhoven,Nantes,693.4536183499495
237.0,Moscow,Madrid,3447.87078575145
238.0,Rome,Anderlecht,1174.164096867216
239.0,Kyiv,Porto,3170.6026198835443
240.0,Liverpool,Dortmund,740.5394114971001
241.0,Palma,Athens,7401.475417012298
242.0,Gelsenkirchen,London,502.5528268222109
243.0,Nantes,Rome,1259.956644628378
244.0,Istanbul,Eindhoven,2137.362033188905
245.0,Porto,Trondheim,2773.040580948179
246.0,Celtic,Turin,1462.248840083518
247.0,Barcelona,Istanbul,2239.433559247469
248.0,Leverkusen,Lyon,607.8028830960116
249.0,Piraeus,A Coruña,2758.015151229109
250.0,Lille,Manchester,482.1021825271699
251.0,Rotterdam,Moscow,2200.532418667624
252.0,Prague,Munich,300.31465719608
253.0,Porto,Nantes,878.5292480220044
254.0,Munich,Manchester,1138.2571271165543
255.0,Istanbul,Rome,1379.540555428866
256.0,Liverpool,Barcelona,1391.6961926499137
257.0,Prague,Madrid,1775.2311890546116
258.0,Athens,Porto,6450.683427041571
259.0,A Coruña,London,1094.9504460656551
260.0,Turin,Leverkusen,665.2329271462498
261.0,Madrid,Athens,6867.027780315794
262.0,Porto,Prague,2040.6787525851776
263.0,Leverkusen,A Coruña,1438.9887050822706
264.0,London,Turin,919.4240468814784
265.0,Manchester,Porto,1451.406721035349
266.0,Nantes,Munich,989.9296688854378
267.0,Rome,Liverpool,1721.8713879794377
268.0,Barcelona,Istanbul,2239.433559247469
269.0,Madrid,Porto,422.0741478789785
270.0,Prague,Athens,7705.023086583827
271.0,Turin,A Coruña,1296.3739935611186
272.0,Leverkusen,London,500.2347374557395
273.0,Porto,Munich,1772.5618082965302
274.0,Nantes,Manchester,698.1546321779286
275.0,Barcelona,Rome,859.9883684974346
276.0,Liverpool,Istanbul,2753.303901076302
277.0,Manchester,Nantes,698.1546321779286
278.0,Munich,Porto,1772.5618082965302
279.0,Rome,Barcelona,859.9883684974346
280.0,Istanbul,Liverpool,2753.303901076302
281.0,Athens,Prague,7708.0858021307395
282.0,Porto,Madrid,422.0741478789785
283.0,London,Leverkusen,500.2347374557395
284.0,A Coruña,Turin,1296.3739935611186
285.0,Madrid,Prague,1775.229908610687
286.0,Porto,Athens,6450.683427041571
287.0,Leverkusen,Turin,665.2329271462498
288.0,London,A Coruña,1094.9504460656551
289.0,Manchester,Munich,1138.2571271165543
290.0,Nantes,Porto,878.5292480220044
291.0,Rome,Istanbul,1384.6250430278913
292.0,Barcelona,Liverpool,1391.6961926499137
293.0,Porto,Manchester,1451.406721035349
294.0,Munich,Nantes,989.9296688854378
295.0,Istanbul,Barcelona,2244.442507610628
296.0,Liverpool,Rome,1721.8713879794377
297.0,Athens,Madrid,6867.027780315794
298.0,Prague,Porto,2041.3016211621373
299.0,Turin,London,919.4240468814784
300.0,A Coruña,Leverkusen,1438.9887050822706
301.0,Munich,Madrid,1486.857766661241
302.0,A Coruña,Manchester,1211.6138089520105
303.0,Athens,Barcelona,7280.0193941143
304.0,Liverpool,Leverkusen,730.6526059079143
305.0,Leverkusen,Liverpool,730.6526059079143
306.0,Barcelona,Athens,7280.0193941143
307.0,Manchester,A Coruña,1211.6138089520105
308.0,Madrid,Munich,1486.857766661241
309.0,Barcelona,Madrid,506.9220157558605
310.0,Manchester,Leverkusen,686.1222677835639
311.0,Leverkusen,Manchester,686.1222677835639
312.0,Madrid,Barcelona,506.9220157558605
313.0,Madrid,Leverkusen,1440.698235935727
314.0,London,Dortmund,528.1447595498703
315.0,Auxerre,Eindhoven,428.2906717534374
316.0,Basel,Moscow,2246.3841993858887
317.0,Valencia,Liverpool,1561.9913367814363
318.0,Rome,Madrid,1366.4466723813912
319.0,Genk,Athens,7092.03793497089
320.0,Amsterdam,Lyon,735.7024626420092
321.0,Trondheim,Milan,2001.2729656494016
322.0,Rotterdam,Turin,798.1952033726983
323.0,Kyiv,Newcastle,2208.405860098126
324.0,Manchester,Haifa,3732.084505902637
325.0,Piraeus,Leverkusen,1958.484676556869
326.0,Munich,A Coruña,1636.0896345651624
327.0,Milan,Lens,727.6882936015145
328.0,Moscow,Istanbul,1747.4061354783614
329.0,Barcelona,Bruges,1095.1476720305354
330.0,Newcastle,Rotterdam,527.8152408426556
331.0,Turin,Kyiv,1805.3731237461857
332.0,Leverkusen,Manchester,686.1222677835639
333.0,Haifa,Piraeus,1176.4581502605452
334.0,A Coruña,Milan,1416.758845173037
335.0,Lens,Munich,684.7810753947023
336.0,Bruges,Moscow,2312.917105887683
337.0,Istanbul,Barcelona,2244.442507610628
338.0,Eindhoven,London,388.6584492945364
339.0,Dortmund,Auxerre,499.93841353108417
340.0,Moscow,Valencia,3319.4962960121875
341.0,Liverpool,Basel,991.7440302266448
342.0,Athens,Rome,8017.966811671791
343.0,Madrid,Genk,1371.8519343101575
344.0,Milan,Amsterdam,829.9927167681709
345.0,Lyon,Trondheim,1997.983003636391
346.0,Rotterdam,Kyiv,1818.5729885714936
347.0,Turin,Newcastle,1285.0804275019402
348.0,Haifa,Leverkusen,3047.2231771990632
349.0,Manchester,Piraeus,2628.101457392083
350.0,A Coruña,Lens,1158.5655430970114
351.0,Munich,Milan,348.471098002077
352.0,Istanbul,Bruges,2273.8836613644985
353.0,Moscow,Barcelona,3016.058738214051
354.0,Auxerre,London,490.47518769885033
355.0,Eindhoven,Dortmund,140.176556405236
356.0,Liverpool,Moscow,2600.7790184225137
357.0,Valencia,Basel,1104.2556926006607
358.0,Genk,Rome,1141.1633133265989
359.0,Athens,Madrid,6867.027780315794
360.0,Trondheim,Amsterdam,1272.8526412012604
361.0,Milan,Lyon,341.4332632111912
362.0,Dortmund,Eindhoven,140.176556405236
363.0,London,Auxerre,490.47518769885033
364.0,Moscow,Liverpool,2600.7790184225137
365.0,Basel,Valencia,1104.2556926006607
366.0,Rome,Genk,1141.1633133265989
367.0,Madrid,Athens,6867.027780315794
368.0,Lyon,Milan,341.4332632111912
369.0,Amsterdam,Trondheim,1272.8526412012604
370.0,Kyiv,Rotterdam,1818.5729885714936
371.0,Newcastle,Turin,1285.0804275019402
372.0,Leverkusen,Haifa,3047.2231771990632
373.0,Piraeus,Manchester,2628.101457392083
374.0,Lens,A Coruña,1158.5655430970114
375.0,Milan,Munich,348.471098002077
376.0,Barcelona,Moscow,3016.058738214051
377.0,Bruges,Istanbul,2273.8836613644985
378.0,Turin,Rotterdam,798.1952033726983
379.0,Newcastle,Kyiv,2208.405860098126
380.0,Leverkusen,Piraeus,1958.484676556869
381.0,Haifa,Manchester,3732.084505902637
382.0,A Coruña,Munich,1636.0896345651624
383.0,Lens,Milan,727.6882936015145
384.0,Istanbul,Moscow,1747.4061354783614
385.0,Bruges,Barcelona,1095.1476720305354
386.0,Dortmund,London,528.1447595498703
387.0,Eindhoven,Auxerre,428.2906717534374
388.0,Liverpool,Valencia,1561.9913367814363
389.0,Athens,Genk,7092.03793497089
390.0,Madrid,Rome,1366.4466723813912
391.0,Lyon,Amsterdam,735.7024626420092
392.0,Milan,Trondheim,2001.2729656494016
393.0,Moscow,Basel,2246.3841993858887
394.0,London,Eindhoven,388.6584492945364
395.0,Auxerre,Dortmund,499.93841353108417
396.0,Valencia,Moscow,3319.4962960121875
397.0,Basel,Liverpool,991.7440302266448
398.0,Rome,Athens,8017.966811671791
399.0,Genk,Madrid,1371.8519343101575
400.0,Amsterdam,Milan,829.9927167681709
401.0,Trondheim,Lyon,1997.983003636391
402.0,Kyiv,Turin,1805.3731237461857
403.0,Rotterdam,Newcastle,527.8152408426556
404.0,Manchester,Leverkusen,686.1222677835639
405.0,Piraeus,Haifa,1176.4581502605452
406.0,Milan,A Coruña,1416.758845173037
407.0,Munich,Lens,684.7810753947023
408.0,Moscow,Bruges,2312.917105887683
409.0,Barcelona,Istanbul,2244.442507610628
410.0,Milan,Madrid,1190.414887628688
411.0,Moscow,Dortmund,2032.078540135216
412.0,A Coruña,Turin,1296.3739935611186
413.0,Basel,Manchester,957.6664061744884
414.0,Leverkusen,Barcelona,1134.402395442215
415.0,Newcastle,Milan,1305.7581453028793
416.0,Valencia,Amsterdam,1490.28642657284
417.0,Rome,London,1435.015631182323
418.0,Milan,Leverkusen,640.3086070353011
419.0,Amsterdam,Rome,1297.9158828558334
420.0,London,Valencia,1335.9963143559005
421.0,Barcelona,Newcastle,1536.7057492700455
422.0,Madrid,Moscow,3447.87078575145
,Paris,Trondheim,1695.2163705926057
,Moscow,Rome,2380.8100829710124
,Dortmund,Milan,684.675639285687
,Turin,Basel,276.9171276944951
,Leverkusen,Newcastle,724.2783147517713
,London,Amsterdam,360.02633094521644
,Rome,Valencia,1118.7305509444036
,Milan,Moscow,2291.262963182324
,Madrid,Dortmund,1503.278574350884
,Basel,A Coruña,1330.8479806522191
,Manchester,Turin,1179.6575002878012
,Moscow,Milan,2291.262963182324
,Dortmund,Madrid,1503.278574350884
,A Coruña,Basel,1330.8479806522191
,Turin,Manchester,1179.6575002878012
,Newcastle,Leverkusen,724.2783147517713
,Valencia,Rome,1118.7305509444036
,Amsterdam,London,360.02633094521644
,Milan,Newcastle,1305.7581453028793
,Amsterdam,Valencia,1490.28642657284
,Madrid,Milan,1190.4148876286881
,Dortmund,Moscow,2032.0785401352157
,Manchester,Basel,957.6664061744884
,Milan,Dortmund,684.675639285687
,Basel,Turin,276.9171276944951
,Leverkusen,Milan,640.3086070353011
,Newcastle,Barcelona,1536.7057492700455
,Rome,Amsterdam,1297.9158828558334
,Madrid,Manchester,1456.340384845363
,Milan,Valencia,1029.4150220465772
,Turin,Barcelona,606.0468696792883
,Valencia,Milan,1029.4150220465772
,Barcelona,Turin,606.0468696792883
,Manchester,Madrid,1456.340384845363
,Madrid,Turin,1064.480451072413
,Milan,Milan,0.0
,Turin,Madrid,1064.480451072413
,Milan,Turin,126.21938188129471
,Glasgow,Stuttgart,1204.5356912936675
,Belgrade,Porto,2392.3676099728677
,Madrid,Marseille,817.9349924700127
,Bruges,Vigo,1349.1469708420575
,Lyon,Anderlecht,566.2429102168268
,Munich,Celtic,1377.0549554465604
,Kyiv,Moscow,756.6368380507909
,London,Milan,960.4155518772511
,Eindhoven,Monaco,870.6144111488364
,San Sebastian,Piraeus,2239.215515559913
,Turin,Istanbul,1790.250283613089
,Celtic,Lyon,1288.384664358637
,Anderlecht,Munich,604.5175118959522
,Milan,Kyiv,1680.042871968738
,A Coruña,Eindhoven,1373.823458806388
,Monaco,Athens,7557.143401288917
,Piraeus,Turin,1545.937285618513
,Istanbul,San Sebastian,2560.6007316824494
,Stuttgart,Manchester,953.8791947914059
,Athens,Glasgow,6310.17771811114
,Marseille,Belgrade,1218.8611688325614
,London,Istanbul,2507.042265215282
,Vigo,Milan,1480.933253105635
,Amsterdam,Bruges,173.1860752842908
,Anderlecht,Celtic,795.235348616742
,Kyiv,London,2141.53538360167
,A Coruña,Monaco,1277.3578936691133
,Athens,Eindhoven,7068.518254610347
,Istanbul,Piraeus,580.437314505312
,Turin,San Sebastian,796.1782602084871
,Glasgow,Manchester,294.9669716965401
,Stuttgart,Athens,7432.489660196144
,Madrid,Belgrade,2033.376596610256
,Marseille,Porto,1177.1381527235098
,Prague,Istanbul,1510.714924619219
,Amsterdam,Vigo,1521.4684042872736
,Milan,Bruges,776.245835415746
,Manchester,Glasgow,294.9669716965401
,Athens,Stuttgart,7432.489660196144
,Belgrade,Madrid,2033.376596610256
,Porto,Marseille,1177.1381527235098
,Istanbul,Prague,
,Vigo,Amsterdam,1521.4684042872736
,Bruges,Milan,776.245835415746
,Celtic,Anderlecht,795.235348616742
,London,Kyiv,2141.53538360167
,Monaco,A Coruña,1277.3578936691133
,Eindhoven,Athens,7068.518254610347
,Piraeus,Istanbul,580.437314505312
,San Sebastian,Turin,796.1782602084871
,Celtic,Munich,1377.0549554465604
,Anderlecht,Lyon,566.2429102168268
,Moscow,Kyiv,756.6368380507909
,Milan,London,960.4155518772511
,Monaco,Eindhoven,870.6144111488364
,Piraeus,San Sebastian,2239.215515559913
,Stuttgart,Glasgow,1204.5356912936675
,Porto,Belgrade,2392.3676099728677
,Marseille,Madrid,817.9349924700127
,Vigo,Bruges,1349.1469708420575
,Istanbul,Turin,1790.250283613089
,Glasgow,Athens,6310.17771811114
,Manchester,Stuttgart,953.8791947914059
,Belgrade,Marseille,1218.8611688325614
,Istanbul,London,2507.042265215282
,Milan,Vigo,1480.933253105635
,Bruges,Amsterdam,173.1860752842908
,Lyon,Celtic,1288.384664358637
,Munich,Anderlecht,604.5175118959522
,Kyiv,Milan,1680.042871968738
,Athens,Monaco,7557.143401288917
,Eindhoven,A Coruña,1374.8423837865098
,Turin,Piraeus,1545.937285618513
,San Sebastian,Istanbul,2556.5672711367106
,Prague,Milan,646.1697344015846
,Vigo,London,1217.0931176910556
,Moscow,Monaco,2523.475235677796
,Stuttgart,London,730.9662360838363
,San Sebastian,Lyon,605.2505405991425
,London,Stuttgart,730.9662360838363
,Lyon,San Sebastian,605.2505405991425
,Monaco,Moscow,2523.475235677796
,London,Vigo,1217.0931176910556
,Milan,Prague,646.1697344015846
,Porto,Lyon,1200.4323939019991
,London,London,0.0
,Madrid,Monaco,991.0328993353598
,Monaco,Madrid,991.0328993353598
,Lyon,Porto,1200.4323939019991
,Monaco,London,1032.1552577676139
,Porto,A Coruña,247.39835710864048
,A Coruña,Porto,247.39835710864048
,London,Monaco,1032.1552577676139
,Porto,Monaco,1348.1096763072703
,Athens,Trondheim,6867.96367635976
,Donetsk,Milan,2192.086703197596
,Celtic,Barcelona,
,Valencia,Anderlecht,1315.9038426750483
,Milan,Bremen,846.978969521633
,Paris,London,341.4128298366575
,Porto,Moscow,3696.773402629765
,Liverpool,Monaco,1319.4653046868066
,Rome,Kyiv,1679.8459783208255
,Tel Aviv,Munich,2643.5103886650063
,Amsterdam,Turin,837.749966190595
,Lyon,Manchester,998.4291999456873
,Piraeus,Liverpool,2667.0650946483242
,Kyiv,Leverkusen,1655.5333364094358
,Munich,Amsterdam,669.6668014847829
,Turin,Tel Aviv,2746.4075960836203
,Manchester,Istanbul,2708.4277659830473
,Prague,Lyon,862.3009912574147
,Trondheim,London,1468.214889750482
,Barcelona,Donetsk,2889.910878922198
,Milan,Celtic,1488.6340355117907
,Bremen,Valencia,1666.6678092677807
,Anderlecht,Milan,698.179186064255
,Moscow,Paris,2495.51964474611
,London,Porto,1319.4120467283522
,Liverpool,A Coruña,1184.747685902758
,Monaco,Piraeus,1508.0112359782938
,Leverkusen,Rome,1099.3264101946602
,Madrid,Kyiv,2869.206361883641
,Turin,Munich,453.0659840537979
,Amsterdam,Tel Aviv,3298.6366620055574
,Prague,Manchester,1207.148292193091
,Trondheim,Eindhoven,1366.6783948498569
,Donetsk,Celtic,2966.1350137882837
,Anderlecht,Bremen,395.6968390605643
,Paris,Porto,1212.8972735161442
,Eindhoven,Trondheim,
,Celtic,Donetsk,2966.1350137882837
,Bremen,Anderlecht,395.6968390605643
,Porto,Paris,1212.8972735161442
,Piraeus,Monaco,1508.0112359782938
,A Coruña,Liverpool,1184.747685902758
,Rome,Leverkusen,1099.3264101946602
,Kyiv,Madrid,2869.206361883641
,Tel Aviv,Amsterdam,3298.6366620055574
,Munich,Turin,453.0659840537979
,Manchester,Prague,1207.148292193091
,Monaco,Liverpool,1319.4653046868066
,Kyiv,Rome,1679.8459783208255
,Munich,Tel Aviv,2643.5103886650063
,Turin,Amsterdam,837.749966190595
,Manchester,Lyon,998.4291999456873
,Trondheim,Athens,6867.96367635976
,Milan,Donetsk,2192.086703197596
,Barcelona,Celtic,1674.4005693947233
,Anderlecht,Valencia,1315.9038426750483
,Bremen,Milan,846.978969521633
,London,Paris,341.4128298366575
,Moscow,Porto,3696.773402629765
,London,Trondheim,1468.214889750482
,Donetsk,Barcelona,2889.910878922198
,Celtic,Milan,1488.6340355117907
,Valencia,Bremen,1666.6678092677807
,Milan,Anderlecht,698.179186064255
,Paris,Moscow,2495.51964474611
,Porto,London,1319.4120467283522
,Liverpool,Piraeus,2667.0650946483242
,Leverkusen,Kyiv,
,Tel Aviv,Turin,2746.4075960836203
,Amsterdam,Munich,669.6668014847829
,Lyon,Prague,862.3009912574147
,Istanbul,Manchester,2708.4277659830473
,Manchester,Milan,1214.2864239275195
,Barcelona,London,1137.3493574186573
,Porto,Milan,1517.9006010825356
,Bremen,Lyon,863.1433220515435
,Milan,Manchester,1214.2864239275195
,London,Barcelona,1137.3493574186573
,Lyon,Bremen,863.1433220515435
,Milan,Porto,1517.9006010825356
,Liverpool,Turin,1207.4920148150225
,Lyon,Eindhoven,633.5783038173081
,Eindhoven,Lyon,633.5783038173081
,Turin,Liverpool,1207.4920148150225
,Milan,Eindhoven,718.656086174817
,London,Liverpool,288.10295471335286
,Liverpool,London,288.10295471335286
,Eindhoven,Milan,718.656086174817
,Liverpool,Milan,1246.171685777968
,Eindhoven,Gelsenkirchen,112.65373012364567
,Piraeus,Trondheim,2971.9660865697583
,Lyon,Madrid,912.9311408990382
,London,Anderlecht,321.1302088774799
,Seville,Liverpool,1795.3487370515709
,Bratislava,Milan,673.844338926475
,Glasgow,Porto,1666.5239767614435
,Bruges,Turin,758.7328038548451
,Vienna,Munich,356.8202498271311
